id,label,type,type_label,uri,birthYear,dateLabel,deathYear,externalURL,gregorianDate,hanjaName,headnote,lifeSpan,locationLabel,reignMonarch,reignYear,reignYearLabel,sexagenaryYear
doc_16890416c,문건16890416c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16890416c,,"1689년(숙종15, 己巳) 4월16일",,,1689-04-16,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16890416d,문건16890416d,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16890416d,,"1689년(숙종15, 己巳) 4월16일",,,1689-04-16,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16890420,문건16890420,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16890420,,"1689년(숙종15, 己巳) 4월20일",,,1689-04-20,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16890903,문건16890903,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16890903,,"1689년(숙종15, 己巳) 9월3일",,,1689-09-03,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16890919,문건16890919,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16890919,,"1689년(숙종15, 己巳) 9월19일",,,1689-09-19,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16890924,문건16890924,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16890924,,"1689년(숙종15, 己巳) 9월24일",,,1689-09-24,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16891016,문건16891016,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16891016,,"1689년(숙종15, 己巳) 10월16일",,,1689-10-16,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16891105,문건16891105,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16891105,,"1689년(숙종15, 己巳) 11월5일",,,1689-11-05,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16891108,문건16891108,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16891108,,"1689년(숙종15, 己巳) 11월8일",,,1689-11-08,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16891120,문건16891120,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16891120,,"1689년(숙종15, 己巳) 11월20일",,,1689-11-20,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16891122,문건16891122,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16891122,,"1689년(숙종15, 己巳) 11월22일",,,1689-11-22,,,,,숙종,15,숙종15년 (1689년),己巳
doc_16900101,문건16900101,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16900101,,"1690년(숙종16, 庚午) 1월1일",,,1690-01-01,,,,,숙종,16,숙종16년 (1690년),庚午
doc_16900115,문건16900115,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16900115,,"1690년(숙종16, 庚午) 1월15일",,,1690-01-15,,,,,숙종,16,숙종16년 (1690년),庚午
doc_16900306a,문건16900306a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16900306a,,"1690년(숙종16, 庚午) 3월6일",,,1690-03-06,,,,,숙종,16,숙종16년 (1690년),庚午
doc_16900306b,문건16900306b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16900306b,,"1690년(숙종16, 庚午) 3월6일",,,1690-03-06,,,,,숙종,16,숙종16년 (1690년),庚午
doc_16900306c,문건16900306c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16900306c,,"1690년(숙종16, 庚午) 3월6일",,,1690-03-06,,,,,숙종,16,숙종16년 (1690년),庚午
doc_16900404a,문건16900404a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16900404a,,"1690년(숙종16, 庚午) 4월4일",,,1690-04-04,,,,,숙종,16,숙종16년 (1690년),庚午
doc_16900404b,문건16900404b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16900404b,,"1690년(숙종16, 庚午) 4월4일",,,1690-04-04,,,,,숙종,16,숙종16년 (1690년),庚午
doc_16900711,문건16900711,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16900711,,"1690년(숙종16, 庚午) 7월11일",,,1690-07-11,,,,,숙종,16,숙종16년 (1690년),庚午
doc_16900713,문건16900713,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16900713,,"1690년(숙종16, 庚午) 7월13일",,,1690-07-13,,,,,숙종,16,숙종16년 (1690년),庚午
doc_16910210,문건16910210,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16910210,,"1691년(숙종17, 辛未) 2월10일",,,1691-02-10,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16910515,문건16910515,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16910515,,"1691년(숙종17, 辛未) 5월15일",,,1691-05-15,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16910726,문건16910726,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16910726,,"1691년(숙종17, 辛未) 7월26일",,,1691-07-26,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16910913,문건16910913,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16910913,,"1691년(숙종17, 辛未) 9월13일",,,1691-09-13,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16911001,문건16911001,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16911001,,"1691년(숙종17, 辛未) 10월1일",,,1691-10-01,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16911021,문건16911021,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16911021,,"1691년(숙종17, 辛未) 10월21일",,,1691-10-21,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16911103a,문건16911103a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16911103a,,"1691년(숙종17, 辛未) 11월3일",,,1691-11-03,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16911103b,문건16911103b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16911103b,,"1691년(숙종17, 辛未) 11월3일",,,1691-11-03,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16911205,문건16911205,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16911205,,"1691년(숙종17, 辛未) 12월5일",,,1691-12-05,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16911208a,문건16911208a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16911208a,,"1691년(숙종17, 辛未) 12월08일",,,1691-12-08,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16911208b,문건16911208b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16911208b,,"1691년(숙종17, 辛未) 12월 8일",,,1691-12-08,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16911208c,문건16911208c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16911208c,,"1691년(숙종17, 辛未) 12월 8일",,,1691-12-08,,,,,숙종,17,숙종17년 (1691년),辛未
doc_16920126a,문건16920126a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16920126a,,"1692년(숙종18, 壬申) 1월26일",,,1692-01-26,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16920126b,문건16920126b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16920126b,,"1692년(숙종18, 壬申) 1월26일",,,1692-01-26,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16920212,문건16920212,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16920212,,"1692년(숙종18, 壬申) 2월12일",,,1692-02-12,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16920304,문건16920304,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16920304,,"1692년(숙종18, 壬申) 3월4일",,,1692-03-04,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16920305,문건16920305,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16920305,,"1692년(숙종18, 壬申) 3월5일",,,1692-03-05,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16920325,문건16920325,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16920325,,"1692년(숙종18, 壬申) 3월25일",,,1692-03-25,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16920403,문건16920403,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16920403,,"1692년(숙종18, 壬申) 4월3일",,,1692-04-03,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16920413,문건16920413,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16920413,,"1692년(숙종18, 壬申) 4월13일",,,1692-04-13,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16920929,문건16920929,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16920929,,"1692년(숙종18, 壬申) 9월29일",,,1692-09-29,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16921002,문건16921002,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16921002,,"1692년(숙종18, 壬申) 10월2일",,,1692-10-02,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16921006,문건16921006,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16921006,,"1692년(숙종18, 壬申) 10월6일",,,1692-10-06,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16921116a,문건16921116a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16921116a,,"1692년(숙종18, 壬申) 11월16일",,,1692-11-16,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16921116b,문건16921116b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16921116b,,"1692년(숙종18, 壬申) 11월16일",,,1692-11-16,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16921116c,문건16921116c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16921116c,,"1692년(숙종18, 壬申) 11월16일",,,1692-11-16,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16921203,문건16921203,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16921203,,"1692년(숙종18, 壬申) 12월3일",,,1692-12-03,,,,,숙종,18,숙종18년 (1692년),壬申
doc_16930828a,문건16930828a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16930828a,,"1693년(숙종19, 癸酉) 8월28일",,,1693-08-28,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16930828b,문건16930828b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16930828b,,"1693년(숙종19, 癸酉) 8월28일",,,1693-08-28,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16930924a,문건16930924a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16930924a,,"1693년(숙종19, 癸酉) 9월24일",,,1693-09-24,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16930924b,문건16930924b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16930924b,,"1693년(숙종19, 癸酉) 9월24일",,,1693-09-24,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16930924c,문건16930924c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16930924c,,"1693년(숙종19, 癸酉) 9월24일",,,1693-09-24,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931003a,문건16931003a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931003a,,"1693년(숙종19, 癸酉) 10월3일",,,1693-10-03,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931003b,문건16931003b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931003b,,"1693년(숙종19, 癸酉) 10월3일",,,1693-10-03,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931113a,문건16931113a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931113a,,"1693년(숙종19, 癸酉) 11월13일",,,1693-11-13,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931113b,문건16931113b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931113b,,"1693년(숙종19, 癸酉) 11월13일",,,1693-11-13,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931116a,문건16931116a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931116a,,"1693년(숙종19, 癸酉) 11월16일",,,1693-11-16,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931116b,문건16931116b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931116b,,"1693년(숙종19, 癸酉) 11월16일",,,1693-11-16,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931123a,문건16931123a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931123a,,"1693년(숙종19, 癸酉) 11월23일",,,1693-11-23,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931123b,문건16931123b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931123b,,"1693년(숙종19, 癸酉) 11월23일",,,1693-11-23,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931129,문건16931129,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931129,,"1693년(숙종19, 癸酉) 11월29일",,,1693-11-29,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931226a,문건16931226a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931226a,,"1693년(숙종19, 癸酉) 12월26일",,,1693-12-26,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931226b,문건16931226b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931226b,,"1693년(숙종19, 癸酉) 12월26일",,,1693-12-26,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16931226c,문건16931226c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16931226c,,"1693년(숙종19, 癸酉) 12월26일",,,1693-12-26,,,,,숙종,19,숙종19년 (1693년),癸酉
doc_16940102a,문건16940102a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940102a,,"1694년(숙종20, 甲戌) 1월2일",,,1694-01-02,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940102b,문건16940102b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940102b,,"1694년(숙종20, 甲戌) 1월2일",,,1694-01-02,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940102c,문건16940102c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940102c,,"1694년(숙종20, 甲戌) 1월2일",,,1694-01-02,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940102d,문건16940102d,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940102d,,"1694년(숙종20, 甲戌) 1월2일",,,1694-01-02,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940102e,문건16940102e,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940102e,,"1694년(숙종20, 甲戌) 1월2일",,,1694-01-02,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940117,문건16940117,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940117,,"1694년(숙종20, 甲戌) 1월17일",,,1694-01-17,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940118a,문건16940118a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940118a,,"1694년(숙종20, 甲戌) 1월18일",,,1694-01-18,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940118b,문건16940118b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940118b,,"1694년(숙종20, 甲戌) 1월18일",,,1694-01-18,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940221a,문건16940221a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940221a,,"1694년(숙종20, 甲戌) 2월21일",,,1694-02-21,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940221b,문건16940221b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940221b,,"1694년(숙종20, 甲戌) 2월21일",,,1694-02-21,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940315,문건16940315,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940315,,"1694년(숙종20, 甲戌) 3월15일",,,1694-03-15,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940808a,문건16940808a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940808a,,"1694년(숙종20, 甲戌) 8월8일",,,1694-08-08,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16940808b,문건16940808b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16940808b,,"1694년(숙종20, 甲戌) 8월8일",,,1694-08-08,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941006a,문건16941006a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941006a,,"1694년(숙종20, 甲戌) 10월6일",,,1694-10-06,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941006b,문건16941006b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941006b,,"1694년(숙종20, 甲戌) 10월6일",,,1694-10-06,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941011a,문건16941011a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941011a,,"1694년(숙종20, 甲戌) 10월11일",,,1694-10-11,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941011b,문건16941011b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941011b,,"1694년(숙종20, 甲戌) 10월11일",,,1694-10-11,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941011c,문건16941011c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941011c,,"1694년(숙종20, 甲戌) 10월11일",,,1694-10-11,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941019a,문건16941019a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941019a,,"1694년(숙종20, 甲戌) 10월19일",,,1694-10-19,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941019b,문건16941019b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941019b,,"1694년(숙종20, 甲戌) 10월19일",,,1694-10-19,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941019c,문건16941019c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941019c,,"1694년(숙종20, 甲戌) 10월19일",,,1694-10-19,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941019d,문건16941019d,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941019d,,"1694년(숙종20, 甲戌) 10월19일",,,1694-10-19,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941019e,문건16941019e,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941019e,,"1694년(숙종20, 甲戌) 10월19일",,,1694-10-19,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941022,문건16941022,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941022,,"1694년(숙종20, 甲戌) 10월22일",,,1694-10-22,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16941102,문건16941102,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16941102,,"1694년(숙종20, 甲戌) 11월2일",,,1694-11-02,,,,,숙종,20,숙종20년 (1694년),甲戌
doc_16950204,문건16950204,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950204,,"1695년(숙종21, 乙亥) 2월4일",,,1695-02-04,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950322,문건16950322,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950322,,"1695년(숙종21, 乙亥) 3월22일",,,1695-03-22,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950402a,문건16950402a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950402a,,"1695년(숙종21, 乙亥) 4월2일",,,1695-04-02,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950402b,문건16950402b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950402b,,"1695년(숙종21, 乙亥) 4월2일",,,1695-04-02,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950402c,문건16950402c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950402c,,"1695년(숙종21, 乙亥) 4월2일",,,1695-04-02,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950417,문건16950417,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950417,,"1695년(숙종21, 乙亥) 4월17일",,,1695-04-17,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950421,문건16950421,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950421,,"1695년(숙종21, 乙亥) 4월21일",,,1695-04-21,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950430,문건16950430,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950430,,"1695년(숙종21, 乙亥) 4월30일",,,1695-04-30,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950527a,문건16950527a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950527a,,"1695년(숙종21, 乙亥) 5월27일",,,1695-05-27,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950527b,문건16950527b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950527b,,"1695년(숙종21, 乙亥) 5월27일",,,1695-05-27,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950527c,문건16950527c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950527c,,"1695년(숙종21, 乙亥) 5월27일",,,1695-05-27,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950603,문건16950603,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950603,,"1695년(숙종21, 乙亥) 6월3일",,,1695-06-03,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950619,문건16950619,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950619,,"1695년(숙종21, 乙亥) 6월19일",,,1695-06-19,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950720a,문건16950720a,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950720a,,"1695년(숙종21, 乙亥) 7월20일",,,1695-07-20,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950720b,문건16950720b,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950720b,,"1695년(숙종21, 乙亥) 7월20일",,,1695-07-20,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950720c,문건16950720c,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950720c,,"1695년(숙종21, 乙亥) 7월20일",,,1695-07-20,,,,,숙종,21,숙종21년 (1695년),乙亥
doc_16950720d,문건16950720d,Document,문건,http://dh.aks.ac.kr/ontology/seowondeungrok#doc_16950720d,,"1695년(숙종21, 乙亥) 7월20일",,,1695-07-20,,,,,숙종,21,숙종21년 (1695년),乙亥
